gene,U_statistic_MWU,p_value_MWU,FDR,hbNeutrophils,htNeutrophils,fold_change
AC036214.1,12309355,8.58626E-07,1.64455E-06,0.042679543,0.014175048,0.796256865
AC036222.1,12299957,1.60528E-07,3.32354E-07,0.034106758,0.005707558,0.783759075
AC037487.1,12255704.5,0.000366484,0.000520898,0.029534899,0.013138055,0.870645965
AC040160.1,12371751,4.98363E-05,7.82118E-05,0.112796992,0.091649832,0.899309558
AC040160.2,12623209,1.02344E-14,4.02054E-14,0.15633687,0.073073879,0.671625925
AC044810.2,12323331,1.34643E-07,2.8174E-07,0.04017045,0.01325282,0.804085783
AC046158.4,12300979,6.49853E-06,1.12539E-05,0.040534398,0.017849368,0.835328057
AC046185.3,12247450,0.000133255,0.000198879,0.025800603,0.007460297,0.850922289
AC051619.6,12304877.5,3.28987E-08,7.35168E-08,0.029877254,0.002522122,0.784777751
AC055713.1,12372993,1.29336E-06,2.42337E-06,0.076953796,0.046053992,0.822596738
AC060780.1,12165656,0.801198722,0.814715878,0.084178941,0.091398355,1.039797549
AC063926.3,12242771,0.011141015,0.01379661,0.043794594,0.036372483,0.947368056
AC064807.1,12264386,4.0776E-05,6.45688E-05,0.027257617,0.009960082,0.861044055
AC064853.3,12336507.5,3.4005E-06,6.06058E-06,0.061357774,0.032137389,0.815739943
AC067852.6,12278117.5,6.32113E-05,9.80771E-05,0.037738138,0.016201761,0.840427154
AC067863.2,12317106.5,1.25698E-06,2.35725E-06,0.041713145,0.019659524,0.841269681
AC067930.3,12244846.5,0.0088663,0.01109285,0.04157176,0.033018209,0.938373348
AC068058.1,12271112.5,0.000126309,0.000188838,0.032395334,0.017025779,0.881425928
AC068205.2,12636588.5,1.68387E-18,8.63888E-18,0.11963429,0.048054432,0.669924157
AC068473.3,12702733,7.27632E-22,4.59921E-21,0.145284729,0.041767086,0.573139422
AC068547.1,12199843.5,0.056075763,0.065084433,0.027800634,0.016907748,0.912874449
AC068587.6,12742178.5,8.41671E-19,4.41531E-18,0.182893103,0.090413677,0.669855035
AC068631.1,12488254,4.83814E-11,1.40783E-10,0.102945708,0.056449284,0.767715599
AC068831.2,12268193,9.25527E-06,1.57619E-05,0.02404817,0.008878517,0.874912883
AC068888.2,12458721,3.15483E-12,1.01499E-11,0.079400615,0.02554335,0.695075897
AC069185.1,12319108,2.96424E-07,5.96099E-07,0.040829637,0.013466788,0.801796287
AC069222.1,12414264,2.07891E-12,6.80781E-12,0.055156396,0.009110655,0.697824781
AC073082.1,12532971.5,1.8204E-15,7.56874E-15,0.091500129,0.025127831,0.648311476
AC073172.1,12177840.5,0.42453906,0.448804386,0.038595807,0.036185173,0.982251304
AC073218.2,12317725,8.8047E-07,1.6834E-06,0.046545301,0.017521349,0.798122099
AC073320.1,12562788,3.43014E-14,1.30469E-13,0.118984559,0.048137537,0.672321724
AC073508.3,12236521,0.023414976,0.028181908,0.045895825,0.042078358,0.973326876
AC073575.1,12237120.5,0.000729397,0.00100845,0.025291062,0.010397196,0.878432897
AC073592.1,12209184,0.026186686,0.031373791,0.021603021,0.02062644,0.99178153
AC073896.3,12330317,4.98238E-06,8.72296E-06,0.052679944,0.029138986,0.842960277
AC073896.4,12244385,0.004185029,0.005390132,0.066657632,0.03022424,0.777685435
AC073911.2,12258182.5,0.000290287,0.000415681,0.032104552,0.019403669,0.901794069
AC073957.3,12328903.5,2.67913E-07,5.4167E-07,0.043813381,0.01427453,0.790560921
AC074029.3,12330619.5,4.149E-08,9.16451E-08,0.041304611,0.012733003,0.793750195
AC074032.1,13789894.5,3.65506E-55,7.70243E-54,0.575392382,0.248506654,0.514009057
AC074117.1,12933573,2.81166E-30,2.7601E-29,0.211934008,0.06763622,0.533256343
AC078850.2,12371045,1.86208E-10,5.15723E-10,0.048098666,0.008475354,0.727343518
AC078925.3,12393246.5,9.057E-12,2.81103E-11,0.047993002,0.007114775,0.7185035
AC078962.1,12273757.5,4.90495E-06,8.59439E-06,0.026719682,0.005620299,0.829767097
AC079062.1,12290998.5,1.0633E-06,2.01287E-06,0.030872907,0.007431297,0.817001727
AC079174.2,12275456,2.65179E-06,4.78955E-06,0.029594437,0.006065561,0.814468802
AC079209.1,11939573,1.30344E-24,9.58564E-24,0.004596519,0.092793066,1.866191683
AC079331.2,12351079,1.31529E-08,3.06888E-08,0.045396429,0.014767799,0.785244538
AC079336.5,12366709.5,1.00261E-07,2.13054E-07,0.064232698,0.027426096,0.772034972
AC079354.1,12353705.5,8.57639E-10,2.24817E-09,0.045175297,0.008210448,0.740415079
AC079630.1,12275162.5,0.000221164,0.000321128,0.058778302,0.021694905,0.762290237
AC079915.1,12442762,7.86767E-14,2.9004E-13,0.062421503,0.009248086,0.666929293
AC080080.2,12281690,4.91024E-07,9.68895E-07,0.028182414,0.003102028,0.800007999
AC080128.2,12285506.5,1.87033E-05,3.07582E-05,0.033652875,0.014314898,0.852243583
AC083798.2,12346894.5,7.39837E-08,1.59496E-07,0.052816781,0.01892183,0.774095877
AC083799.1,12302577.5,0.01237959,0.015273359,0.179587429,0.157007411,0.918428314
AC083836.1,12312477.5,4.09584E-05,6.48339E-05,0.057986311,0.034436102,0.848269563
AC083862.2,12277478.5,0.004060704,0.005238618,0.084610396,0.067606575,0.906487599
AC084033.3,12190068,0.091234467,0.103753777,0.025170004,0.016772824,0.931392529
AC084855.2,12317621,1.18087E-07,2.48667E-07,0.037019159,0.008955915,0.790952977
AC087164.1,12366481,1.03475E-07,2.19128E-07,0.064407257,0.028428007,0.777399918
AC087388.1,12446768,6.92794E-13,2.35829E-12,0.065363907,0.017592363,0.706181172
AC087473.1,12497851,4.79523E-15,1.93312E-14,0.083603151,0.019359008,0.644721749
AC090114.2,13364571,7.87503E-45,1.22518E-43,0.355125628,0.132790305,0.50848846
AC090377.1,12336506,6.27197E-08,1.36407E-07,0.048065229,0.012592119,0.75584577
AC090559.2,12323615.5,4.3294E-06,7.63064E-06,0.050855676,0.027854069,0.844667918
AC090616.7,12324293.5,1.71581E-07,3.5354E-07,0.039935367,0.014913578,0.817572122
AC090907.2,12613389.5,1.89433E-20,1.10319E-19,0.104466421,0.01855808,0.574059524
AC090921.1,12301282.5,1.28229E-05,2.14645E-05,0.041095041,0.019969491,0.847269991
AC091152.4,12881594,1.20373E-24,8.87504E-24,0.2194491,0.092615514,0.599481696
AC091180.5,12280588.5,2.26401E-06,4.12635E-06,0.028710036,0.005038041,0.812029415
AC091271.1,12327326,3.72047E-06,6.61169E-06,0.059300818,0.033592689,0.835757409
AC091825.1,12259824,0.000244507,0.000353355,0.033861817,0.014126873,0.849450804
AC091917.3,12435609,2.84948E-13,1.00408E-12,0.061168991,0.01014408,0.677859861
AC092068.2,12716807,4.37324E-26,3.53261E-25,0.118350701,0.020687999,0.546966966
AC092068.3,12256046.5,0.000100368,0.000151714,0.025400599,0.012753126,0.896860677
AC092117.2,12299969,5.56201E-06,9.68856E-06,0.039062852,0.016973933,0.837923963
AC092118.1,12469419.5,3.44746E-14,1.3107E-13,0.070517668,0.014670682,0.66706657
AC092119.2,12369466,1.17908E-09,3.05087E-09,0.049780855,0.012208265,0.744413516
AC092123.2,12223835,0.008497828,0.010647301,0.026160469,0.019537797,0.946325141
AC092139.3,12535721.5,1.34091E-15,5.62949E-15,0.095645348,0.025097507,0.634220538
AC092279.1,12242789,0.000844523,0.001161842,0.030567899,0.01209666,0.855459053
AC092301.1,12463264.5,7.39636E-11,2.1151E-10,0.090243249,0.04609101,0.76448092
AC092335.1,12297261.5,3.09876E-06,5.54343E-06,0.034924836,0.012175053,0.827847965
AC092337.1,12315740.5,9.30669E-09,2.20612E-08,0.03031106,0.003117308,0.786775192
AC092338.2,12344669,1.64444E-07,3.3989E-07,0.051452277,0.020354223,0.790834533
AC092368.3,12270801,1.74252E-06,3.21029E-06,0.025543327,0.00285553,0.81519758
AC092620.2,12355355,2.58367E-09,6.47155E-09,0.057908708,0.011756791,0.702501428
AC092634.8,12329145.5,1.93488E-07,3.9584E-07,0.047749595,0.015680958,0.778797512
AC092718.4,12393750,9.45515E-10,2.46802E-09,0.064614766,0.02007145,0.724768235
AC092723.1,12602173,5.62276E-19,2.98967E-18,0.105099432,0.027017824,0.614076323
AC092746.1,12267318,6.69144E-06,1.15601E-05,0.028973276,0.004950766,0.809643999
AC092756.1,12275654,0.000148519,0.000219984,0.039283814,0.019787085,0.857175551
AC092821.1,12231865,0.039726484,0.046693382,0.053417792,0.048724548,0.968845116
AC092868.2,12251917.5,0.003615746,0.004686333,0.042420558,0.027115676,0.890401572
AC092902.5,12232967.5,0.001123672,0.001526387,0.022810409,0.010265784,0.895491888
AC093028.1,12912100.5,8.27056E-35,9.65908E-34,0.178239169,0.029129229,0.458694778
AC093323.3,12555379.5,8.27923E-16,3.52389E-15,0.10288301,0.031980838,0.645679663
AC093426.1,12487057,5.08115E-14,1.9041E-13,0.082510474,0.022907505,0.668384194
AC093484.2,12268565,2.58695E-05,4.1825E-05,0.032837898,0.010077793,0.825006304
AC093495.1,12267062,0.0001867,0.000273297,0.04172053,0.01967261,0.841319154
AC093503.3,12541749,5.18684E-16,2.24312E-15,0.0940846,0.030542136,0.667854514
AC093673.1,12193264.5,0.1170766,0.131665347,0.030078067,0.019226272,0.914755897
AC093857.1,12240166,0.00108887,0.001481681,0.02649081,0.012254465,0.884926602
AC093904.4,12602173.5,1.15794E-19,6.45137E-19,0.105755365,0.025199105,0.603131832
AC096564.2,12537432,2.14415E-17,1.02102E-16,0.086896337,0.013756602,0.602762383
AC096667.1,12252827,0.001620651,0.002167322,0.040918934,0.025345952,0.887269501
AC096720.2,12250858.5,0.000380276,0.000539256,0.029407449,0.016637399,0.899156207
AC097375.3,12390569.5,1.22878E-11,3.78243E-11,0.04685372,0.00694173,0.722983941
AC097376.2,12975517,4.46136E-27,3.75146E-26,0.261080931,0.126760314,0.625122608
AC098850.4,12294312.5,1.57511E-06,2.92457E-06,0.032404721,0.01035614,0.829910456
AC098864.1,12432678.5,6.95432E-12,2.1804E-11,0.069471042,0.019718401,0.701535922
AC098936.1,12348535.5,4.63226E-08,1.01877E-07,0.052895684,0.019366088,0.776648363
AC099062.1,12271408.5,0.000221852,0.000322072,0.038134478,0.019674819,0.863624456
AC099063.4,12267957.5,1.3838E-05,2.30829E-05,0.027658996,0.006812563,0.833072995
AC099343.3,12566120,3.15128E-17,1.48177E-16,0.105273614,0.027665158,0.616744854
AC099487.1,12315982,7.27808E-06,1.25485E-05,0.050973883,0.025276362,0.826600572
AC099489.1,12686499,5.26072E-14,1.96883E-13,0.258501151,0.159883091,0.722769358
AC099518.2,12288704,1.02244E-05,1.73506E-05,0.041044134,0.017152466,0.827208372
AC099524.1,12268555,0.000160872,0.000237221,0.040211945,0.018735653,0.843736594
AC099689.1,12254307,6.26607E-05,9.72836E-05,0.025909662,0.006433477,0.841829598
AC099778.1,12175391.5,0.408475024,0.432671283,0.025529744,0.023067173,0.97993902
AC099850.1,11955998.5,0.000129414,0.00019328,0.085054033,0.155951465,1.388951009
AC100788.1,12236662.5,0.000986948,0.001348313,0.023031487,0.010402512,0.894982595
AC100810.1,12261878,0.000124167,0.000185927,0.029032585,0.013690722,0.878487148
AC100830.1,12320139.5,3.66521E-07,7.31768E-07,0.041784214,0.012758229,0.791193099
AC100847.1,12329284.5,1.40155E-07,2.92705E-07,0.043373925,0.015595253,0.802425481
AC100861.2,12275539.5,0.000693482,0.000961106,0.046237952,0.028665845,0.877514274
AC102953.2,12320918.5,1.41146E-06,2.63091E-06,0.047100486,0.019337324,0.807634447
AC103691.1,12201834.5,0.057953449,0.067182351,0.0274333,0.018969862,0.932106646
AC103769.1,12307124.5,4.31787E-08,9.52052E-08,0.033937306,0.0053274,0.781873241
AC104135.1,12364882.5,7.47374E-07,1.44237E-06,0.066067464,0.037743888,0.826546456
AC104532.2,12319416,1.29863E-06,2.43218E-06,0.04641628,0.021510382,0.826609877
AC104564.4,12281477.5,3.08782E-06,5.52614E-06,0.031158481,0.008560953,0.823983507
AC104581.4,12301287,0.00013827,0.000205935,0.059388804,0.037310571,0.859027123
AC104667.2,12309777.5,8.75896E-06,1.49551E-05,0.045145052,0.023372215,0.847068198
AC104695.2,11886547,7.94419E-34,9.02121E-33,0.003775947,0.079610564,1.750834226
AC104695.3,11921284,6.84396E-25,5.13834E-24,0.008553333,0.079533733,1.671032639
AC104794.2,12218257,0.008815085,0.011030374,0.023202315,0.013754624,0.921548298
AC104823.1,12356603,2.26377E-09,5.70844E-09,0.048494807,0.011016718,0.742806348
AC104982.2,12302623,1.75814E-06,3.23515E-06,0.038392991,0.013293891,0.814927306
AC105101.1,12748810,2.98036E-25,2.2956E-24,0.148023336,0.036798728,0.546480835
AC105219.1,12336049,9.19396E-08,1.95806E-07,0.049558381,0.014262013,0.759533537
AC105285.1,12376112,2.44754E-11,7.3197E-11,0.044176261,0.009939364,0.757873377
AC105415.1,12429152.5,7.3491E-11,2.10298E-10,0.076585014,0.024849197,0.702341909
AC105429.1,12231080.5,0.002139645,0.002834118,0.025123872,0.009167296,0.869580836
AC106707.1,12217980,0.010571814,0.013120009,0.025154063,0.014048738,0.909254349
AC106820.2,12281717.5,0.00010291,0.000155447,0.039231844,0.022457262,0.877070002
AC106870.1,12359521,5.13187E-09,1.24877E-08,0.048279096,0.013281337,0.75947157
AC107375.1,12560134,1.23938E-14,4.85334E-14,0.116640195,0.046150401,0.670400093
AC107398.3,12694365,1.44214E-23,1.00402E-22,0.128998919,0.028734295,0.556789432
AC107419.1,12318973.5,3.57263E-09,8.82811E-09,0.030745759,0.001114101,0.768448929
AC107463.1,12448941,5.87985E-09,1.42275E-08,0.098753565,0.067260823,0.839304784
AC107993.1,12532429.5,6.1106E-17,2.82247E-16,0.09060385,0.018538003,0.616320783
AC108125.1,12427173.5,2.81299E-12,9.0942E-12,0.060942306,0.018011283,0.728571275
AC108134.2,12372159,6.99522E-09,1.68178E-08,0.056697405,0.021233981,0.76960124
AC108215.1,12639316,3.45627E-23,2.34749E-22,0.105355841,0.012066876,0.539496526
AC108704.2,12812840,4.16263E-31,4.22588E-30,0.199924333,0.025765717,0.413901124
AC108718.1,12420717.5,1.82405E-11,5.53443E-11,0.065278108,0.017556859,0.706335542
AC108860.2,12272501.5,1.70482E-05,2.81653E-05,0.031977073,0.010044513,0.830245455
AC109454.2,12125888,0.316816824,0.33988601,0.035921252,0.041805807,1.044196327
AC109466.1,12254252.5,6.32429E-05,9.81085E-05,0.023550463,0.006863441,0.861833803
AC110615.1,12444350,2.05219E-11,6.19322E-11,0.072987645,0.027984315,0.735604519
AC112187.3,12282161.5,1.53423E-05,2.5474E-05,0.031280359,0.01353816,0.86193367
AC112496.1,11913999,1.16995E-26,9.6681E-26,0.00734329,0.072191218,1.620151843
AC112504.1,12767270.5,3.14703E-21,1.91555E-20,0.181705303,0.072047393,0.606862025
AC112693.3,12456914,3.92894E-12,1.25513E-11,0.076522977,0.027011518,0.715037879
AC114928.1,12578320,3.93255E-18,1.96263E-17,0.101306492,0.028535939,0.633455005
AC114939.1,12490757,1.08979E-14,4.27533E-14,0.079956632,0.021879864,0.67221816
AC114980.1,12407726.5,3.99589E-10,1.07728E-09,0.070244565,0.025377037,0.732084731
AC118344.2,12263260,0.000107728,0.000162298,0.029273658,0.014447541,0.882795813
AC118553.2,12272777,3.11617E-05,4.98576E-05,0.031606879,0.020926596,0.917098765
AC118758.3,12471122,1.77379E-07,3.64789E-07,0.133357127,0.091813013,0.819829063
AC120042.1,12293683,8.07001E-06,1.38226E-05,0.039571535,0.015672116,0.825291618
AC120114.4,12329409,4.54068E-07,8.97907E-07,0.05386931,0.020317795,0.777942541
AC120498.9,12264692,9.27526E-05,0.000140994,0.032102973,0.013061616,0.852766374
AC122688.4,12482689.5,2.02453E-15,8.39317E-15,0.069591849,0.012868925,0.659967904
AC123912.2,12159651.5,0.847860539,0.85851856,0.026072358,0.039562158,1.109409093
AC124319.2,12254628,4.22063E-05,6.67234E-05,0.024788634,0.006246416,0.848031007
AC124893.1,12297640,1.28875E-07,2.69999E-07,0.030211443,0.003638405,0.791479309
AC124944.1,12430102,5.64403E-08,1.23154E-07,0.10421411,0.067190577,0.816204413
AC125807.2,12389944,8.18236E-11,2.33213E-10,0.055288853,0.014133451,0.730152198
AC126323.2,13058371,8.85498E-34,1.00291E-32,0.265658476,0.086763491,0.507017466
AC126474.1,12269815,1.14256E-06,2.15297E-06,0.025135317,0.001656795,0.808119068
AC126474.2,12430939.5,3.94451E-12,1.25964E-11,0.073622905,0.018241064,0.675840373
AC126564.1,12359503.5,5.14727E-09,1.25181E-08,0.048761758,0.013149034,0.756054325
AC127024.7,12442705,1.36186E-08,3.17324E-08,0.111490353,0.062375575,0.764680044
AC127070.3,12386852,6.45796E-08,1.40169E-07,0.071145991,0.032603042,0.771082565
AC127496.1,12449062.5,1.59368E-11,4.85883E-11,0.077320842,0.022362887,0.685136568
AC127521.1,12692993,4.6641E-24,3.32505E-23,0.120446046,0.025216084,0.562504204
AC130324.1,12290762,5.3528E-05,8.37462E-05,0.042741052,0.023639567,0.863527274
AC130448.1,12342965,1.04348E-08,2.46269E-08,0.045428347,0.014341135,0.782077917
AC130469.2,12888689.5,1.28585E-32,1.40466E-31,0.185785643,0.033774324,0.462876842
AC130895.1,12273629,2.06129E-05,3.37378E-05,0.038271345,0.012095955,0.80681781
AC131009.2,12443188,1.90566E-13,6.79277E-13,0.059376926,0.012863617,0.70298291
AC131009.4,12300198.5,1.77871E-08,4.10241E-08,0.034255336,0.000728079,0.745000836
AC131011.1,12228455,0.002256179,0.002977493,0.023556725,0.013199185,0.91424547
AC131212.3,12352176.5,3.83335E-06,6.80248E-06,0.064793507,0.043871331,0.870865144
AC131254.2,12229939.5,0.018568184,0.022585264,0.038756287,0.02994904,0.935231697
AC131649.1,12330076,2.39002E-07,4.85839E-07,0.042427062,0.015713744,0.808714544
AC131649.2,12331342,2.77111E-07,5.58956E-07,0.047152539,0.015780261,0.782705956
AC131888.1,12316407,9.24125E-08,1.96668E-07,0.032707753,0.008810736,0.816080995
AC132192.1,12236442.5,0.023548113,0.028330707,0.046713382,0.043207065,0.975640071
AC132872.1,12089798,0.045270933,0.052957406,0.037565132,0.068441025,1.229067215
AC132872.4,12234274,0.00600127,0.007627924,0.029113318,0.024613775,0.964384832
AC132938.2,12672837,1.01585E-20,6.02176E-20,0.131616625,0.034811115,0.576975091
AC133485.6,12350868.5,1.87662E-08,4.31898E-08,0.046523972,0.013145204,0.767797461
AC133919.1,12847596.5,1.20745E-26,9.96838E-26,0.18937618,0.056411203,0.536061946
AC134043.2,12263879,0.000164064,0.000241597,0.032050695,0.013799822,0.858821573
AC134312.5,12275088,4.16864E-05,6.59257E-05,0.032529981,0.012936529,0.848995987
AC134407.2,12843968.5,4.10413E-19,2.20533E-18,0.258443829,0.154802086,0.70860005
AC134669.2,12813694.5,1.48637E-21,9.19674E-21,0.238936728,0.094525738,0.570411565
AC135012.1,13558856,8.46192E-60,1.93971E-58,0.371237035,0.082632097,0.383930384
AC135050.1,12404976.5,5.94054E-09,1.43583E-08,0.073245979,0.035187205,0.776742768
AC135050.7,12366298,3.06802E-06,5.493E-06,0.080921759,0.049365686,0.822864273
AC136475.5,12144746,0.693699552,0.712209224,0.020763307,0.031512067,1.091100577
AC136475.9,12179240.5,0.303263942,0.32623963,0.025604599,0.022672917,0.97613203
AC136944.1,12323987,1.64069E-08,3.79728E-08,0.037048499,0.007087188,0.776862777
AC137932.3,12409741,1.96666E-06,3.60162E-06,0.11341737,0.087145589,0.875277516
AC138028.1,12302649,1.12138E-05,1.89142E-05,0.047731172,0.021022681,0.815747219
AC138207.7,12894144.5,1.31108E-26,1.07929E-25,0.210212907,0.0724853,0.552014198
AC138230.1,12459514,6.29656E-08,1.36873E-07,0.130228078,0.084847016,0.80048124
AC138470.1,12494373.5,8.76594E-14,3.21368E-13,0.085675444,0.023535272,0.660250519
AC138627.1,12295056,1.51147E-05,2.51155E-05,0.039100727,0.019959095,0.859588518
AC138781.1,12383017.5,7.08124E-09,1.70009E-08,0.061022451,0.0232271,0.761162262
AC138904.3,12342852.5,2.9574E-09,7.36487E-09,0.039908174,0.00682121,0.758723032
AC139768.1,12363611.5,6.81599E-07,1.32283E-06,0.068133905,0.034494575,0.796567197
AC139887.2,12473499.5,2.22765E-12,7.27001E-12,0.084096391,0.029558473,0.699218839
AC141586.5,12321138.5,2.61027E-05,4.21784E-05,0.057702838,0.035844016,0.858909231
AC144450.1,12913029.5,4.19909E-33,4.66391E-32,0.1812315,0.039222301,0.490012129
AC144522.1,12240182.5,0.000401226,0.000567844,0.023840614,0.009070139,0.877995642
AC239799.2,12246089.5,0.000154593,0.000228548,0.023605396,0.007276979,0.86486447
AC239800.3,12286484.5,9.63158E-06,1.63769E-05,0.045847858,0.013689753,0.77523193
AC239803.1,12465942.5,1.99648E-11,6.03353E-11,0.085075516,0.034184101,0.72083707
AC240565.2,12272003.5,0.016038676,0.019605353,0.08101779,0.075989969,0.971792214
AC242426.4,12263494,6.68821E-06,1.15569E-05,0.02477272,0.006224176,0.847959332
AC242988.1,12273729.5,0.001006223,0.001373557,0.049862112,0.032046532,0.878876966
AC243312.2,12337428.5,2.02662E-05,3.31955E-05,0.064466042,0.045729389,0.88412031
AC243654.1,12227269.5,0.008288072,0.010405666,0.028489507,0.018430801,0.919987413
AC243964.3,12280491.5,2.30495E-06,4.19475E-06,0.027837247,0.006985134,0.833265501
AC243965.2,12245381,0.000306595,0.000438233,0.023901717,0.007407163,0.863823457
AC244197.3,12175115.5,0.620808029,0.641268504,0.068054485,0.085316745,1.104443143
AC245052.4,12301860,3.33078E-05,5.31334E-05,0.048942032,0.027956913,0.856430097
AC245060.5,12298099,7.22466E-08,1.55946E-07,0.035326845,0.002652545,0.753497088
AC245060.6,12603725.5,4.47576E-15,1.80687E-14,0.146731678,0.063179793,0.657512776
AC245128.3,8987776,1.064E-259,1.2737E-257,0.238798862,2.045359354,6.37629381
AC245297.3,13229635.5,1.91845E-48,3.3472E-47,0.264291424,0.048043407,0.401829951
AC245452.1,12664518,7.92691E-15,3.14848E-14,0.175385902,0.09850813,0.717994023
ACAA1,12394956,3.77324E-05,5.98483E-05,0.211423626,0.110003466,0.671405264
ACAD10,12273629.5,2.06113E-05,3.37378E-05,0.029817151,0.008541799,0.83253251
ACADVL,12188666,0.226509065,0.247406112,0.030425219,0.028964517,0.988556955
ACAN,12272706,3.63665E-06,6.46807E-06,0.027269438,0.005811505,0.827638782
